"Número de artículo","Descripción del artículo","Grupo de artículos","Unidad de medida de inventario"
"ACC/ADQ-0136","CABLE ELECTRICO MONOCONDUCTOR 5/16  REF 1N32PP (SPR 397)","INSUMOS MTTO ELECTRO",""
"ACC/ADQ-0137","CABLE ELECTRICO MONOCONDUCTOR 7/32"" REF 1N22PP","INSUMOS DE ADQ",""
"ACC/ADQ-0138","TARJETA ANASWR14","INSUMOS DE ADQ",""
"ACC/ADQ-0139","TARJETA CBL1DR6","INSUMOS DE ADQ",""
"ACC/ADQ-0140","15V POWER SUPPLY","INSUMOS DE ADQ",""
"ACC/ADQ-0141","LLAVE COMPANION","INSUMOS DE ADQ",""
"ACC/ADQ-0142","CABLE GE PANAMETRICS REF: 704-671-25","INSUMOS DE ADQ",""
"ACC/ADQ-0143","GEL ACOPLANTE ULTRASONICO X GALON","INSUMOS DE ADQ",""
"ACC/ADQ-0145","TRANSDUCTORES CLAMP-ON (PAR) PARA PANAMETRICS","INSUMOS DE ADQ",""
"ACC/ADQ-0146","GRAPAS DE FIJACION UNIVERSAL UC-F-R-12-0-0 PARA PANAMETRICS","INSUMOS DE ADQ",""
"ACC/ADQ-0147","CABLE DE COMUNICACION IRDA 234-024 PARA PC","INSUMOS DE ADQ",""
"ACC/ADQ-0148","BOP SEAL 2.5"" INNER - 7/32""","INSUMOS DE ADQ",""
"ACC/ADQ-0149","BOP SEAL 2.5"" INNER - 5/16""","INSUMOS DE ADQ",""
"ACC/ADQ-0150","BOP SEAL 2.5"" OUTER","INSUMOS DE ADQ",""
"ACC/ADQ-0151","BOP SEAL 3"" INNER - 7/32""","INSUMOS DE ADQ",""
"ACC/ADQ-0152","BOP SEAL 3"" INNER - 5/16""","INSUMOS DE ADQ",""
"ACC/ADQ-0153","BOP SEAL 3"" OUTER","INSUMOS DE ADQ",""
"ACC/ADQ-0154","GREASE INJECTION HEAD 5K TYPE B4 SECTION SINGLE PORT INJECTION LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0155","PACK OFF 5K 3"" TYPE B LEE SPECIAL TIES","INSUMOS DE ADQ",""
"ACC/ADQ-0156","POLEA DIFERENCIAL 2 TONELADAS","INSUMOS DE ADQ",""
"ACC/ADQ-0157","CROSSOVER ECUALIZADOR DE VALVULA DE 1.75"" A OTIS 2.75""","INSUMOS DE ADQ",""
"ACC/ADQ-0158","CROSSOVER ECUALIZADOR DE VALVULA DE 1.75"" A OTIS 1.875""","INSUMOS DE ADQ",""
"ACC/ADQ-0159","CROSSOVER ECUALIZADOR DE VALVULA DE 1.75"" A OTIS 1.313""","INSUMOS DE ADQ",""
"ACC/ADQ-0160","CROSSOVER ECUALIZADOR DE VALVULA DE 1.75"" A OTIS 2.562""","INSUMOS DE ADQ",""
"ACC/ADQ-0161","HERRAMIENTAS PARA VALVULA DE CIERRE EN FONDO","INSUMOS DE ADQ",""
"ACC/ADQ-0162","KIT DE SERVICIO PARA VALVULA DE CIERRE EN FONDO DE 1.75""","INSUMOS DE ADQ",""
"ACC/ADQ-0163","KIT DE SERVICIO PARA SPS DRIVE","INSUMOS DE ADQ",""
"ACC/ADQ-0164","LLAVE 1 5/8"" PARA BOMBA DE PATRON FINO","INSUMOS DE ADQ",""
"ACC/ADQ-0165","MANUAL DE OPERACIONES DE VALVULA DE CIERRE EN FONDO","INSUMOS DE ADQ",""
"ACC/ADQ-0166","CAJA DE TRANSPORTE","INSUMOS DE ADQ",""
"ACC/ADQ-0167","SOFTWARE SPARTEK PARA VALVULA DE CIERRE EN FONDO","INSUMOS DE ADQ",""
"ACC/ADQ-0168","BATERIAS CC - 3 CELL - 165º C NON-LOCKING - 7 PIN - 11,7 V - 12,0AH","INSUMOS DE ADQ",""
"ACC/ADQ-0169","EXTENSION DE HOUSING DE BATERIA PARA VCF","INSUMOS DE ADQ",""
"ACC/ADQ-0170","PANEL DE INTERFAZ DE VALVULA DE CIERRE EN FONDO","INSUMOS DE ADQ",""
"ACC/ADQ-0171","ADAPTADOR DE POTENCIA A/C A DC - 12V - 1.50 A","INSUMOS DE ADQ",""
"ACC/ADQ-0172","COSSOVER ECUALIZADOR DE VALVULA DE 2.50"" A OTIS 2.813""","INSUMOS DE ADQ",""
"ACC/ADQ-0173","CROSSOVER ECUALIZADOR DE VALVULA DE 2.50"" A SLB-BOX 1.375""","INSUMOS DE ADQ",""
"ACC/ADQ-0174","KIT DE MANTENIMIENTO CON CAJA DE HERRAMIENTA","INSUMOS DE ADQ",""
"ACC/ADQ-0175","KIT DE SERVICIO PARA VALVULA DE CIERRE EN FONDO DE 2.5""","INSUMOS DE ADQ",""
"ACC/ADQ-0176","RECIPIENTE METALICO CON TAPA PARA DILUCION YODO I-131","INSUMOS DE ADQ",""
"ACC/ADQ-0177","CAJA METALICA PARA RADIOACTIVOS RECUBRIMIENTO PLOMO","INSUMOS DE ADQ",""
"ACC/ADQ-0178","MANGUERA CRISTAL TRANSPARENTE C. 40 3/4","INSUMOS DE ADQ",""
"ACC/ADQ-0179","LOW STATIC POLYIMIDE FILM TAPE, 1/2"" #5419 1/2","INSUMOS DE ADQ",""
"ACC/ADQ-0180","LOW STATIC POLYIMIDE FILM TAPE, 1/4"" #5419 1/4","INSUMOS DE ADQ",""
"ACC/ADQ-0181","BNC MAIL","INSUMOS DE ADQ",""
"ACC/ADQ-0182","PARKER SUPER LUBE - ORINGS #884-2-S-LUBE","INSUMOS DE ADQ",""
"ACC/ADQ-0183","BATTERY MEMORY - KUSTER","INSUMOS DE ADQ",""
"ACC/ADQ-0184","AIR GUN, BOLT, 1900LL","INSUMOS DE ADQ",""
"ACC/ADQ-0185","ELECTRONICS CLEANER - ELECTRO WASH","INSUMOS DE ADQ",""
"ACC/ADQ-0186","PACKING ORING SIZING GAUGE (SIZE COUNT)","INSUMOS DE ADQ",""
"ACC/ADQ-0187","PARKER ORING INSTALLATION & EXTRACTION TOOL","INSUMOS DE ADQ",""
"ACC/ADQ-0188","CONN PLUG BANANA (CONECTORES DE HERRAMIENTAS)","INSUMOS DE ADQ",""
"ACC/ADQ-0189","FLUX, ROSIN SOLDERING","INSUMOS DE ADQ",""
"ACC/ADQ-0190","EXTENSION ELECTRICAL","INSUMOS DE ADQ",""
"ACC/ADQ-0191","WD-40","INSUMOS DE ADQ",""
"ACC/ADQ-0192","ADHESIVE RTV 3145 (SAME AS A-3563)","INSUMOS DE ADQ",""
"ACC/ADQ-0193","IC OP77AJ ULTRALOW OFFSET VOLT OP AMP","INSUMOS DE ADQ",""
"ACC/ADQ-0194","CUERPO INTERNO MOTOR BOMBA 7795-A5 ALEMITE, 323786","INSUMOS DE ADQ",""
"ACC/ADQ-0195","CHUPA PARA BOMBA TRABAJO PESADO 7795-A5 ALEMITE, 326475","INSUMOS DE ADQ",""
"ACC/ADQ-0196","REGULADOR DE AIRE 1/2"" CON MANOMETRO ALEMITE 7608-B, 336998","INSUMOS DE ADQ",""
"ACC/ADQ-0197","FILTRO DE AIRE 1/2"" ALEMITE 5608-2","INSUMOS DE ADQ",""
"ACC/ADQ-0198","LUBRICADOR 1/2"" ALEMITE 5908-2","INSUMOS DE ADQ",""
"ACC/ADQ-0199","RESORTE GARTER HX-330-032 PARA TOOL CACHER HYDROLEX","INSUMOS DE ADQ",""
"ACC/ADQ-0200","PISTOLA DE AIRE CALIENTE","INSUMOS DE ADQ",""
"ACC/ADQ-0201","3924-120-FBE, TAPA PLASTICA AZUL TITAN","INSUMOS DE ADQ",""
"ACC/ADQ-0202","3924-130-FPE, TAPA PLASTICA AZUL TITAN","INSUMOS DE ADQ",""
"ACC/ADQ-0203","0111-211-V95 O RING VITON 95 TYPE 211","INSUMOS DE ADQ",""
"ACC/ADQ-0204","0111-121-V95 O RING VITON 95 TYPE 121","INSUMOS DE ADQ",""
"ACC/ADQ-0205","LOW STATIC POLYIMIDE FILM TAPE, 1/2"" #5419 1/2","INSUMOS DE ADQ",""
"ACC/ADQ-0206","LOW STATIC POLYIMIDE FILM TAPE, 1/4"" #5419 1/4","INSUMOS DE ADQ",""
"ACC/ADQ-0207","ADHESIVE RTV 3145 (SAME AS A-3563)","INSUMOS DE ADQ",""
"ACC/ADQ-0208","WIRE 22GA TEFLON BLACK, CABLE 22 DE COLOR HIGH TEMP","INSUMOS DE ADQ",""
"ACC/ADQ-0209","WIRE 22GA TEFLON BROWN CABLE 22 DE COLOR HIGH TEMP","INSUMOS DE ADQ",""
"ACC/ADQ-0210","WIRE 22GA TEFLON RED, CABLE 22 DE COLOR HIGH TEMP","INSUMOS DE ADQ",""
"ACC/ADQ-0211","WIRE 22GA TEFLON ORANGE, CABLE 22 DE COLOR HIGH TEMP","INSUMOS DE ADQ",""
"ACC/ADQ-0212","22 AWG STRANDED HOOKING WIRE,  LENGTH 250 FEET, COLOR  YELLOW  DIAMETRO 0,0253, PTFE, 600 VOLTS","INSUMOS DE ADQ",""
"ACC/ADQ-0213","22 AWG STRANDED HOOKING WIRE,  LENGTH 250 FEET, COLOR  GREEN DIAMETRO 0,0253, PTFE, 600 VOLTS","INSUMOS DE ADQ",""
"ACC/ADQ-0214","WIRE 22GA TEFLON BLACK, CABLE 22 DE COLOR HIGH TEMP","INSUMOS DE ADQ",""
"ACC/ADQ-0215","WIRE 22GA TEFLON VIOLET, CABLE 22 DE COLOR HIGH TEMP","INSUMOS DE ADQ",""
"ACC/ADQ-0216","WIRE 22GA TEFLON GRAY, CABLE 22 DE COLOR HIGH TEMP","INSUMOS DE ADQ",""
"ACC/ADQ-0217","22 AWG STRANDED HOOKING WIRE,  LENGTH 250 FEET, COLOR  WHITE DIAMETRO 0,0253, PTFE, 600 VOLTS","INSUMOS DE ADQ",""
"ACC/ADQ-0218","CIRCUITO INTEGRADO","INSUMOS DE ADQ",""
"ACC/ADQ-0219","HEBILLA METALICA PARA ZUNCHAR 1/2"" INOXIDABLE","INSUMOS DE ADQ",""
"ACC/ADQ-0220","LLAVE DE PUNTO AJUSTABLE","INSUMOS DE ADQ",""
"ACC/ADQ-0221","REPUESTO PARA BOMBA DE INYECCION DE GRASA ALEMITE","INSUMOS DE ADQ",""
"ACC/ADQ-0222","GANCHO GIRATORIO CROSBY PARA 5 TONELADAS","INSUMOS DE ADQ",""
"ACC/ADQ-0223","SEGURO CROSBY PARA 5 TONELADAS","INSUMOS DE ADQ",""
"ACC/ADQ-0224","GRADIO FILL PUMP","INSUMOS DE ADQ",""
"ACC/ADQ-0225","GRADIO FLUID","INSUMOS DE ADQ",""
"ACC/ADQ-0226","PTF FILL PUMP ADAPTOR","INSUMOS DE ADQ",""
"ACC/ADQ-0227","PL TOOL CASE (LONG)","INSUMOS DE ADQ",""
"ACC/ADQ-0228","FLOW METER BOW SPRING WEAR GAUGE","INSUMOS DE ADQ",""
"ACC/ADQ-0229","CPL 1.375"" FIELD JOINT RETAINER TOOL","INSUMOS DE ADQ",""
"ACC/ADQ-0230","FLOW METER BEARING","INSUMOS DE ADQ",""
"ACC/ADQ-0231","IMPELLER ASSEMBLY 3""","INSUMOS DE ADQ",""
"ACC/ADQ-0232","IMPELLER ASSEMBLY 4""","INSUMOS DE ADQ",""
"ACC/ADQ-0233","FLOW METER 5"" BOW SPRING","INSUMOS DE ADQ",""
"ACC/ADQ-0234","FULL BORE 7"" BOW SPRING","INSUMOS DE ADQ",""
"ACC/ADQ-0235","SCREW 8-32 X 0.3125"" UNDERCUT PHILLIPS","INSUMOS DE ADQ",""
"ACC/ADQ-0236","O RING VITON 90  TYPE 119","INSUMOS DE ADQ",""
"ACC/ADQ-0237","O-RING VITON 90  TYPE 120","INSUMOS DE ADQ",""
"ACC/ADQ-0238","CONECTOR AMPHENOL MS 3106 A 16S-1PF DE CABLE ENCODER A PANEL WARRIOR","INSUMOS DE ADQ",""
"ACC/ADQ-0239","ACEITE 3 EN 1. AEROSOL","INSUMOS DE ADQ",""
"ACC/ADQ-0240","3 EN 1 LUBRICANTE CON SILICONA","INSUMOS DE ADQ",""
"ACC/ADQ-0241","3 EN 1 GRASA DE LITIO BLANCA","INSUMOS DE ADQ",""
"ACC/ADQ-0242","SOLVENTE BIODEGRADABLE ECODEGREASER","INSUMOS DE ADQ",""
"ACC/ADQ-0243","LLAVE SPANNER PUNTA AJUSTABLE 41/2"" - 61/4"" PROTO","INSUMOS DE ADQ",""
"ACC/ADQ-0244","LLAVE DE CORREA 31/2"" RIDGID","INSUMOS DE ADQ",""
"ACC/ADQ-0245","KITR-PRC001 KIT, SPARES, RECOMMENDED, PRC001 - SONDEX","INSUMOS DE ADQ",""
"ACC/ADQ-0246","04883 ASSEMBLY BODY 1 11/16 ILS  - SONDEX","INSUMOS DE ADQ",""
"ACC/ADQ-0247","SONDEX - 91005 SPANNER OPEN ENDED 42 MM * 38 MM","INSUMOS DE ADQ",""
"ACC/ADQ-0248","SONDEX - 13427 PLUG FILTER, 1 11/16","INSUMOS DE ADQ",""
"ACC/ADQ-0249","SONDEX - 93040 SCREW SKT CAP HD M3 x 05 MM","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0250","SONDEX - 91130 PIN C SPANNER 35-50 MM","INSUMOS DE ADQ",""
"ACC/ADQ-0251","SONDEX - 05310 FILTER GAUZE QPC","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0252","SONDEX - 01020-1 HOUSING PRESSURE 1 11/16"" 1 MODULE","INSUMOS DE ADQ",""
"ACC/ADQ-0253","AE002UU0008 GRADIO TRANSDUCER (STOCK) (nuevo código ACC/ADQ-1353)","EQUI Y HTAS 36M",""
"ACC/ADQ-0254","TOOL KIT FOR ALL 1 3/8"" TOOLS SX AND GO SONDEX","INSUMOS DE ADQ",""
"ACC/ADQ-0255","CABLE ELECTRICO MONOCONDUCTOR 7/32"" REF 1K22PP","INSUMOS DE ADQ",""
"ACC/ADQ-0256","HOJAS ABSORBENTES BIODEX","INSUMOS DE ADQ",""
"ACC/ADQ-0257","DISCOS DE CARBON ABSORBENTE BIODEX","INSUMOS DE ADQ",""
"ACC/ADQ-0258","INSERTOS BRONCE PARA PACKOFF CABLE 5/16” (MONEDA  PM679CC0021-0313)","INSUMOS DE ADQ",""
"ACC/ADQ-0259","INSERTOS DE BRONCE PARA PACKOFF CABLE 7/32” (MONEDA PM679CC0021-0219)","INSUMOS DE ADQ",""
"ACC/ADQ-0260","500345 RELE TELEDYNE ER114 ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0261","600455 HOUSING 100 CC ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0262","600043 PCB TRACER EJECTOR ASSY ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0263","CABLE TEFLON AWG # 26 M ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0264","KIT DE 21 ORINGS ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0265","500230 BANANA PIN NF 10/32 ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0266","600784 BANANA PIN NF 10/32 SHORT ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0267","600441 FILTRO ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0268","600454 100 CC PISTON ROD 665 MM ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0269","600229 50 CC PISTON ROD 478 MM ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0270","600034 20 CC PISTON ROD 363 MM ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0271","600038 AISLADOR DE TFE CON ORING D 19 MM ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0272","600005 AISLADOR DE TFE CON ORING D 27 MM ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0273","600008 SOPORTE CONTACTO BANANA SUPERIOR DE TFE ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0274","600029 SOPORTE CONTACTO BANANA INFERIOR DE TFE ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0275","600044 MOTOR GLOBE 43A1822 ARTEX","INSUMOS DE ADQ",""
"ACC/ADQ-0276","PM007UU0041 CONNECTOR KEMLON 15 PIN MALE LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0277","PE210UU0028 CONNECTOR PIN SOCKETS FOR PL TOOLS LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0278","PM007SA0030 CPL 1.375"" FIELD JOINT FEMALE CONNECTOR 15 PIN LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0279","PM007NB0031 CPL 1.375"" FIELD JOINT SLEEVE LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0280","PM007UU0042 CONNECTOR KEMLON 15 PIN FEMALE LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0281","AM003RK0001 SEAL KIT TELEMETRY LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0282","AM003HW0001 HARDWARE KIT - TELEMETRY LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0283","AM008RK0010 SEAL KIT HIRES PTF LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0284","AM008HW0010 HARDWARE KIT - HIRES PTF LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0285","AM005HW0002 HARDWARE KIT - 5"", 7"" FULL BORE SPINNER LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0286","AM005HW0003 HARDWARE KIT - CONTINUOUS SPINNERS LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0287","PM007SA0029 CPL 1.375"" FIELD JOINT MALE CONNECTOR 15 PIN LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0288","PM007CC0032 CPL 1.375"" FIELD JOINT SPLIT NUT LEE SPECIALTIES","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0289","PM007CB0033 CPL 1.375"" FIELD JOINT OUTER RETAINER LEE SPECIALTIES","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0290","PM007SA0037 CPL 1.375"" FIELD JOINT INNER RETAINER LEE SPECIALTIES","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0291","PM933RC2013 O-RING 2-013 VITON 90 LEE SPECIALTIES","INSUMOS DE ADQ",""
"ACC/ADQ-0292","SONDEX 20302 ASSY - BYPASS - SENSOR & WIRES - MTT","INSUMOS DE ADQ",""
"ACC/ADQ-0293","SONDEX 15381ASSY MTT 7 SPGBOW & SENSOR CARRIAGE V2","INSUMOS DE ADQ",""
"ACC/ADQ-0294","SONDEX LOR101 FILM FORM LUBE 5 OZ POT LIQ O RING TYP 101","INSUMOS DE ADQ",""
"ACC/ADQ-0295","SONDEX 92128 SPG COIL CANTED 7 MM BORE, 4.6 MM ID BE CU","INSUMOS DE ADQ",""
"ACC/ADQ-0296","SONDEX 95211 O-RING 211 VITON 75","INSUMOS DE ADQ",""
"ACC/ADQ-0297","SONDEX 99211 O-RING 211 VITON 90","INSUMOS DE ADQ",""
"ACC/ADQ-0298","SONDEX 99012 O-RING 012 VITON 90","INSUMOS DE ADQ",""
"ACC/ADQ-0299","SONDEX 99026 O-RING 026 VITON 90","INSUMOS DE ADQ",""
"ACC/ADQ-0300","SONDEX 99028 O-RING 028 VITON 90","INSUMOS DE ADQ",""
"ACC/ADQ-0301","SONDEX 99125 O-RING 125 VITON 90","INSUMOS DE ADQ",""
"ACC/ADQ-0302","SONDEX 99006 O-RING 006 VITON 90","INSUMOS DE ADQ",""
"ACC/ADQ-0303","SONDEX 20322 ASSEMBLY TOOL - SENSOR O-RING MTT","INSUMOS DE ADQ",""
"ACC/ADQ-0304","MAXIM - 117-00044  Connector Socket Female","INSUMOS DE ADQ",""
"ACC/ADQ-0305","MAXIM - 117-00148  Screw Collar","INSUMOS DE ADQ",""
"ACC/ADQ-0306","MAXIM - 125-94002  O Ring Build Set","INSUMOS DE ADQ",""
"ACC/ADQ-0307","MAXIM - 117-00149  Locking Collar 1 11/16” Pair","INSUMOS DE ADQ",""
"ACC/ADQ-0308","MAXIM - 117-00043  Connector Socket Male","INSUMOS DE ADQ",""
"ACC/ADQ-0309","MAXIM - 202-00038  Connector Multipin Female","INSUMOS DE ADQ",""
"ACC/ADQ-0310","MAXIM - 202-00037  Connector Multipin Male 16 Way","INSUMOS DE ADQ",""
"ACC/ADQ-0311","MAXIM - 117-94001  O Ring Build Set","INSUMOS DE ADQ",""
"ACC/ADQ-0312","MAXIM - 117-00022  Insulator Electrode","INSUMOS DE ADQ",""
"ACC/ADQ-0313","MAXIM - 117-00103  Housing CWH Section","INSUMOS DE ADQ",""
"ACC/ADQ-0314","MAXIM - 204-00004  C Metal Ring","INSUMOS DE ADQ",""
"ACC/ADQ-0315","MAXIM - 208-00225  PRT Screws","INSUMOS DE ADQ",""
"ACC/ADQ-0316","MAXIM - 117-00083  PRT Electronic Assy","INSUMOS DE ADQ",""
"ACC/ADQ-0317","MAXIM - 117-00036  CCL Coil","INSUMOS DE ADQ",""
"ACC/ADQ-0318","MAXIM - 405-00007  Platinum Resistance Sensor","INSUMOS DE ADQ",""
"ACC/ADQ-0319","MAXIM - 106-94001  O Ring Build Set","INSUMOS DE ADQ",""
"ACC/ADQ-0320","MAXIM - 106-00009  Upper Arm Narrow","INSUMOS DE ADQ",""
"ACC/ADQ-0321","MAXIM - 106-00007  Lower Arm Long","INSUMOS DE ADQ",""
"ACC/ADQ-0322","MAXIM - 106-00008  Lower Arm Short","INSUMOS DE ADQ",""
"ACC/ADQ-0323","MAXIM - 111-00138  Roller Axle","INSUMOS DE ADQ",""
"ACC/ADQ-0324","MAXIM - 212-00020  Needle Roller","INSUMOS DE ADQ",""
"ACC/ADQ-0325","MAXIM - 212-00055  Spirol Pin 3/16” x 7/8”, A2","INSUMOS DE ADQ",""
"ACC/ADQ-0326","MAXIM - 111-00142  9/16” Roller Hardened","INSUMOS DE ADQ",""
"ACC/ADQ-0327","MAXIM - 212-00018  Bearing","INSUMOS DE ADQ",""
"ACC/ADQ-0328","MAXIM - 212-00019  Bearing","INSUMOS DE ADQ",""
"ACC/ADQ-0329","MAXIM - 107-00017  Support Tube","INSUMOS DE ADQ",""
"ACC/ADQ-0330","MAXIM - 404-00043  Socket Contact","INSUMOS DE ADQ",""
"ACC/ADQ-0331","MAXIM - 108-94003  O Ring Build Set","INSUMOS DE ADQ",""
"ACC/ADQ-0332","MAXIM - 107-00005  Bearing Housing","INSUMOS DE ADQ",""
"ACC/ADQ-0333","MAXIM - 212-00011  Bearing 11mm x 5mm x 5mm","INSUMOS DE ADQ",""
"ACC/ADQ-0334","MAXIM - 107-94005  O Ring Build Set","INSUMOS DE ADQ",""
"ACC/ADQ-0335","MAXIM - 208-00270  Circlip","INSUMOS DE ADQ",""
"ACC/ADQ-0336","MAXIM - 132-94009  O Ring Build Set","INSUMOS DE ADQ",""
"ACC/ADQ-0337","MAXIM - 303-00080  Wire, PTFE, Black","INSUMOS DE ADQ",""
"ACC/ADQ-0338","MAXIM - 303-00081  Wire, PTFE, Brown","INSUMOS DE ADQ",""
"ACC/ADQ-0339","MAXIM - 303-00082  Wire, PTFE, Red","INSUMOS DE ADQ",""
"ACC/ADQ-0340","MAXIM - 303-00083  Wire, PTFE, Orange","INSUMOS DE ADQ",""
"ACC/ADQ-0341","MAXIM - 303-00084  Wire, PTFE, Yellow","INSUMOS DE ADQ",""
"ACC/ADQ-0342","MAXIM - 303-00085  Wire, PTFE, Green","INSUMOS DE ADQ",""
"ACC/ADQ-0343","MAXIM - 303-00086  Wire, PTFE, Blue","INSUMOS DE ADQ",""
"ACC/ADQ-0344","MAXIM - 303-00087  Wire, PTFE, Violet","INSUMOS DE ADQ",""
"ACC/ADQ-0345","MAXIM - 303-00088  Wire, PTFE, Grey","INSUMOS DE ADQ",""
"ACC/ADQ-0346","MAXIM - 303-00089  Wire, PTFE, White","INSUMOS DE ADQ",""
"ACC/ADQ-0347","MAXIM - 600-00046  Technician Hours","INSUMOS DE ADQ",""
"ACC/ADQ-0348","O-RING VITON 90 TYPE 129","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0349","O-RING VITON 90 TYPE 008","INSUMOS DE ADQ",""
"ACC/ADQ-0350","O-RING VITON 90 TYPE 010","INSUMOS DE ADQ",""
"ACC/ADQ-0351","O-RING VITON 90 TYPE 022","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0352","O-RING VITON 90 TYPE 014","INSUMOS DE ADQ",""
"ACC/ADQ-0353","O-RING VITON 90 TYPE 015","INSUMOS DE ADQ",""
"ACC/ADQ-0354","O-RING VITON 90 TYPE 016","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0355","O-RING VITON 90 TYPE 112","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0356","O-RING VITON 90 TYPE 113","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0357","O-RING VITON 90 TYPE 114","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0358","O-RING VITON 90 TYPE 116","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0359","O-RING VITON 90 TYPE 121","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0360","O-RING VITON 90 TYPE 124","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0361","O-RING VITON 90 TYPE 118","INSUMOS DE ADQ",""
"ACC/ADQ-0362","MAXIM - 212-00011 Bearing, 11mm x 5mm x 5mm, Shielded","INSUMOS DE ADQ",""
"ACC/ADQ-0363","MAXIM - 212-00018 Bearing, Radial Ball","INSUMOS DE ADQ",""
"ACC/ADQ-0364","MAXIM - 212-00019 Bearing, Radial Ball","INSUMOS DE ADQ",""
"ACC/ADQ-0365","MAXIM - 106-00021 Roller Axle","INSUMOS DE ADQ",""
"ACC/ADQ-0366","MAXIM - 106-00050 Roller bush","INSUMOS DE ADQ",""
"ACC/ADQ-0367","MAXIM - 106-00025 Roller","INSUMOS DE ADQ",""
"ACC/ADQ-0368","MAXIM - 117-00032 CWH Sensor Board (Assembled)","INSUMOS DE ADQ",""
"ACC/ADQ-0369","MAXIM - 204-00004 C Ring, Metal, PRT","INSUMOS DE ADQ",""
"ACC/ADQ-0370","GRC - 75A1090-1 SOFTWARE CD","INSUMOS DE ADQ",""
"ACC/ADQ-0371","GRC - 006-0175-00 QMR MANUAL","INSUMOS DE ADQ",""
"ACC/ADQ-0372","GRC - ACC-073 10 RUN KIT (KIT DE MANTENIMIENTO)","INSUMOS DE ADQ",""
"ACC/ADQ-0373","GRC-138-006-00-BATTERY, LITHIUM 1-C CELL 150C","MTTO Y REPA. MAQ OP",""
"ACC/ADQ-0374","GRC - 138-0040-00  165C LITHIUM BATTERY, 1-C CELL","INSUMOS DE ADQ",""
"ACC/ADQ-0375","GRC - 138-0065-00  177C LITHIUM BATTERY, 1-C CELL","INSUMOS DE ADQ",""
"ACC/ADQ-0376","FUSIBLE 2.5A 250V CERAMIC","INSUMOS DE ADQ",""
"ACC/ADQ-0377","LUBRICANT LIQUID O Ring 101G 8 lbs","INSUMOS DE ADQ",""
"ACC/ADQ-0378","LUBRICANT LIQUID O Ring 101G 5 oz","INSUMOS DE ADQ",""
"ACC/ADQ-0379","PARKER SUPER LUBE  2 oz","INSUMOS DE ADQ",""
"ACC/ADQ-0380","Oring Sizing Gauge medium","INSUMOS DE ADQ",""
"ACC/ADQ-0381","Oring install & extraction tool","INSUMOS DE ADQ",""
"ACC/ADQ-0382","Flux, Rosin soldering Pasta de 2 oz.","INSUMOS DE ADQ",""
"ACC/ADQ-0383","Flux Bottle with Capillary 2 oz","INSUMOS DE ADQ",""
"ACC/ADQ-0384","Solder wire Sn60Pb40, .025 dia 1lb","INSUMOS DE ADQ",""
